,price
12597,1755000
12598,330000
12599,390000
12600,354000
12601,705000
12602,325000
12603,750000
12604,400000
12605,444000
12606,279950
12607,1200000
12608,465000
12609,341950
12610,555000
12611,466000
12612,848000
12613,303100
12614,750000
12615,625000
12616,340895
12617,585000
12618,1636000
12619,272500
12620,511000
12621,415000
12622,1285000
12623,1260000
12624,872000
12625,1125000
12626,522500
12627,383000
12628,510000
12629,445000
12630,520000
12631,620000
12632,795000
12633,470000
12634,695000
12635,790000
12636,579000
12637,350000
12638,2641100
12639,315000
12640,687000
12641,420000
12642,289000
12643,385000
12644,850000
12645,245000
12646,440000
12647,759950
12648,530000
12649,299950
12650,836500
12651,233500
12652,289950
12653,298900
12654,605000
12655,480000
12656,721500
12657,650000
12658,1191000
12659,500000
12660,590000
12661,312500
12662,324000
12663,500000
12664,377000
12665,425000
12666,411000
12667,780000
12668,280000
12669,284000
12670,329445
12671,430000
12672,426000
12673,673000
12674,426250
12675,442000
12676,420000
12677,275000
12678,365000
12679,933399
12680,750000
12681,222000
12682,455000
12683,1288000
12684,345000
12685,615000
12686,269950
12687,362764
12688,522500
12689,411753
12690,606400
12691,360000
12692,817500
12693,1195000
12694,379000
12695,749500
12696,390000
12697,569000
12698,1105000
12699,489900
12700,282950
12701,379500
12702,162000
12703,1555000
12704,330950
12705,355000
12706,1298890
12707,450000
12708,550000
12709,195000
12710,490000
12711,267800
12712,521000
12713,312000
12714,575000
12715,396900
12716,258800
12717,320000
12718,324950
12719,204000
12720,419600
12721,326000
12722,637000
12723,722500
12724,245000
12725,339950
12726,595000
12727,471000
12728,450000
12729,558000
12730,286500
12731,240000
12732,305000
12733,505000
12734,552000
12735,455000
12736,319990
12737,565997
12738,350000
12739,242150
12740,317000
12741,529000
12742,303000
12743,402000
12744,1975000
12745,1000000
12746,362500
12747,448000
12748,415000
12749,178500
12750,272000
12751,265000
12752,365000
12753,499000
12754,675000
12755,334950
12756,855000
12757,602500
12758,824000
12759,160000
12760,355500
12761,160000
12762,1886700
12763,413000
12764,642000
12765,385000
12766,850000
12767,321000
12768,539900
12769,219900
12770,842000
12771,235000
12772,685000
12773,290000
12774,280000
12775,214000
12776,1450000
12777,380000
12778,760000
12779,332220
12780,269000
12781,738000
12782,389100
12783,340768
12784,441000
12785,302000
12786,260000
12787,467500
12788,951250
12789,315000
12790,800000
12791,811500
12792,227490
12793,385000
12794,375000
12795,550000
12796,845000
12797,345600
12798,611000
12799,305000
12800,338500
12801,350000
12802,216000
12803,275000
12804,543500
12805,265000
12806,1550000
12807,230000
12808,760000
12809,353000
12810,638500
12811,950000
12812,357000
12813,577000
12814,257000
12815,705000
12816,460000
12817,500000
12818,487500
12819,1028950
12820,545000
12821,1575000
12822,422800
12823,559950
12824,365000
12825,200000
12826,269950
12827,315000
12828,899000
12829,400000
12830,397000
12831,300000
12832,449950
12833,215000
12834,475500
12835,555000
12836,525000
12837,245000
12838,220000
12839,265950
12840,180000
12841,380000
12842,925000
12843,593700
12844,530000
12845,659950
12846,549995
12847,295000
12848,330000
12849,1780000
12850,350000
12851,657000
12852,615000
12853,399950
12854,1000000
12855,875000
12856,250000
12857,400000
12858,518000
12859,2200000
12860,653000
12861,750000
12862,232000
12863,299950
12864,539000
12865,690000
12866,450000
12867,469950
12868,550000
12869,390000
12870,600000
12871,457000
12872,215000
12873,482000
12874,350000
12875,600000
12876,525000
12877,225000
12878,485000
12879,440000
12880,585000
12881,270000
12882,349810
12883,410000
12884,529500
12885,280000
12886,903000
12887,428000
12888,379950
12889,375000
12890,234000
12891,280000
12892,1242500
12893,349900
12894,870000
12895,331292
12896,244900
12897,490000
12898,328000
12899,233000
12900,882566
12901,715000
12902,529000
12903,452000
12904,1000000
12905,300000
12906,239000
12907,635000
12908,670000
12909,505000
12910,599000
12911,879900
12912,218000
12913,535000
12914,590000
12915,270000
12916,340000
12917,382000
12918,285000
12919,230000
12920,775000
12921,330000
12922,497000
12923,448000
12924,505000
12925,499000
12926,225205
12927,429000
12928,905000
12929,530000
12930,267000
12931,285000
12932,239975
12933,1010000
12934,949950
12935,400000
12936,320000
12937,383000
12938,338500
12939,201000
12940,442000
12941,810000
12942,260000
12943,446000
12944,430000
12945,900000
12946,289000
12947,525000
12948,1110000
12949,450000
12950,253000
12951,323000
12952,439000
12953,629000
12954,665000
12955,560000
12956,637500
12957,550000
12958,750000
12959,269000
12960,505000
12961,585000
12962,3300000
12963,385000
12964,491000
12965,285000
12966,254000
12967,480680
12968,320000
12969,637000
12970,279000
12971,784500
12972,475000
12973,420000
12974,249500
12975,450000
12976,445700
12977,275000
12978,574800
12979,473000
12980,552500
12981,334998
12982,380000
12983,250000
12984,276900
12985,865000
12986,745000
12987,2415000
12988,265000
12989,689800
12990,241500
12991,585888
12992,766950
12993,533000
12994,535000
12995,715000
12996,279200
12997,471000
12998,1518630
12999,595000
13000,535000
13001,585000
13002,750000
13003,260000
13004,598780
13005,280000
13006,224000
13007,780000
13008,515000
13009,547500
13010,475000
13011,240000
13012,250000
13013,738000
13014,975000
13015,215000
13016,852000
13017,1270000
13018,412000
13019,510000
13020,415000
13021,460000
13022,275000
13023,430000
13024,2300000
13025,375000
13026,334000
13027,1236000
13028,825000
13029,265000
13030,248500
13031,650000
13032,453500
13033,346000
13034,295000
13035,737500
13036,282500
13037,681500
13038,700000
13039,450000
13040,330000
13041,471001
13042,239000
13043,289000
13044,199950
13045,246000
13046,345000
13047,515000
13048,179000
13049,650000
13050,252000
13051,549000
13052,245000
13053,607000
13054,422000
13055,725000
13056,680000
13057,280000
13058,325000
13059,588000
13060,915000
13061,540000
13062,216500
13063,200000
13064,762000
13065,231000
13066,320000
13067,332000
13068,825000
13069,472000
13070,380500
13071,536000
13072,440000
13073,725000
13074,234300
13075,307500
13076,900000
13077,722500
13078,1681000
13079,729950
13080,440000
13081,665000
13082,610000
13083,203000
13084,650000
13085,635000
13086,655500
13087,646000
13088,565000
13089,223000
13090,440000
13091,530000
13092,1289000
13093,315000
13094,422500
13095,712500
13096,544000
13097,555000
13098,518000
13099,243500
13100,409000
13101,397450
13102,398500
13103,383150
13104,785000
13105,560000
13106,255000
13107,552000
13108,234000
13109,190000
13110,594950
13111,700000
13112,265000
13113,1295000
13114,439108
13115,525000
13116,165000
13117,505000
13118,395000
13119,1475000
13120,835000
13121,437500
13122,219000
13123,329000
13124,403500
13125,500000
13126,280000
13127,390000
13128,255000
13129,394950
13130,495000
13131,196000
13132,664500
13133,427500
13134,1030000
13135,397500
13136,337000
13137,455000
13138,450000
13139,661254
13140,1415000
13141,860000
13142,453000
13143,225000
13144,290000
13145,800000
13146,540000
13147,496000
13148,305000
13149,425000
13150,465000
13151,215000
13152,1580000
13153,365000
13154,368500
13155,410000
13156,403950
13157,625000
13158,889000
13159,795000
13160,425000
13161,374000
13162,545000
13163,225000
13164,210000
13165,430000
13166,214946
13167,415000
13168,332000
13169,350000
13170,494000
13171,350000
13172,940000
13173,1615000
13174,1050000
13175,782500
13176,200000
13177,237000
13178,399950
13179,175000
13180,624000
13181,225000
13182,705000
13183,700000
13184,238000
13185,800000
13186,435010
13187,651000
13188,355000
13189,202000
13190,289500
13191,325000
13192,566000
13193,429000
13194,625000
13195,337500
13196,445000
13197,725000
13198,523000
13199,345000
13200,316000
13201,190000
13202,420000
13203,465000
13204,1130000
13205,375000
13206,327000
13207,525000
13208,329900
13209,415000
13210,525000
13211,384500
13212,1198000
13213,937500
13214,900000
13215,382500
13216,453000
13217,615000
13218,595000
13219,485000
13220,320000
13221,579000
13222,380000
13223,225500
13224,460000
13225,730000
13226,366350
13227,1108000
13228,1769000
13229,333800
13230,172500
13231,1520000
13232,374950
13233,305000
13234,525000
13235,425000
13236,772000
13237,335000
13238,874000
13239,240000
13240,315000
13241,425000
13242,218000
13243,258305
13244,542000
13245,471275
13246,2950000
13247,765000
13248,515500
13249,375000
13250,397000
13251,480000
13252,267500
13253,840000
13254,365000
13255,825000
13256,251200
13257,238000
13258,641000
13259,325000
13260,625000
13261,471000
13262,405000
13263,640000
13264,404500
13265,447000
13266,325000
13267,255000
13268,350000
13269,390000
13270,603000
13271,159075
13272,452000
13273,446000
13274,524500
13275,700000
13276,218500
13277,405000
13278,175000
13279,305000
13280,364000
13281,805000
13282,660000
13283,550000
13284,830000
13285,330000
13286,945000
13287,302300
13288,592500
13289,725000
13290,160000
13291,550000
13292,338000
13293,255000
13294,380000
13295,939000
13296,2225000
13297,270000
13298,300000
13299,244500
13300,885250
13301,395000
13302,430000
13303,349500
13304,1050000
13305,871000
13306,607000
13307,1100000
13308,580000
13309,649000
13310,390000
13311,439000
13312,980000
13313,500000
13314,650000
13315,272000
13316,148226
13317,700000
13318,1170000
13319,885000
13320,886000
13321,383962
13322,1500000
13323,340000
13324,1186040
13325,441500
13326,800000
13327,329950
13328,315000
13329,680000
13330,339000
13331,429500
13332,185000
13333,445000
13334,300000
13335,365500
13336,880000
13337,260000
13338,525000
13339,1795000
13340,216000
13341,305000
13342,355000
13343,605000
13344,366400
13345,675000
13346,620000
13347,824500
13348,980000
13349,250000
13350,1295000
13351,535000
13352,546000
13353,1180000
13354,239000
13355,245000
13356,1360000
13357,1200000
13358,439000
13359,210000
13360,720000
13361,650000
13362,670000
13363,250000
13364,701000
13365,625000
13366,425000
13367,200000
13368,515000
13369,439000
13370,267500
13371,788000
13372,299000
13373,407500
13374,294450
13375,95000
13376,834950
13377,553000
13378,450000
13379,285000
13380,2720000
13381,695000
13382,860000
13383,402000
13384,203000
13385,282000
13386,290000
13387,580000
13388,610000
13389,467000
13390,564500
13391,850000
13392,345000
13393,1307000
13394,319000
13395,425000
13396,370500
13397,365000
13398,549000
13399,898000
13400,352500
13401,368000
13402,550000
13403,730000
13404,399000
13405,246500
13406,205000
13407,445000
13408,558000
13409,615000
13410,875000
13411,475000
13412,336900
13413,1080000
13414,583000
13415,502550
13416,420200
13417,269950
13418,899000
13419,925000
13420,274900
13421,1730000
13422,247800
13423,747000
13424,537500
13425,745000
13426,359950
13427,455000
13428,640000
13429,273000
13430,203000
13431,560000
13432,384000
13433,276000
13434,235000
13435,1350000
13436,1015000
13437,400000
13438,640000
13439,525000
13440,309950
13441,753000
13442,341500
13443,650000
13444,340000
13445,235000
13446,399950
13447,750000
13448,383000
13449,400000
13450,230000
13451,627000
13452,397000
13453,735000
13454,733000
13455,870300
13456,480000
13457,290000
13458,425000
13459,750000
13460,445000
13461,242000
13462,353000
13463,492000
13464,650000
13465,940000
13466,180000
13467,585000
13468,335000
13469,251000
13470,375000
13471,210000
13472,565000
13473,360500
13474,521000
13475,370000
13476,505000
13477,270000
13478,715000
13479,175000
13480,179000
13481,674000
13482,254000
13483,420000
13484,739000
13485,329000
13486,700000
13487,625000
13488,295000
13489,1702500
13490,362500
13491,580050
13492,420000
13493,320000
13494,385000
13495,491500
13496,375000
13497,307300
13498,707500
13499,1238000
13500,393000
13501,305000
13502,227000
13503,265000
13504,350000
13505,324000
13506,660000
13507,438000
13508,1000000
13509,525000
13510,465000
13511,330000
13512,804995
13513,499500
13514,273148
13515,405000
13516,405000
13517,722000
13518,400950
13519,375000
13520,299000
13521,649000
13522,290000
13523,524400
13524,538000
13525,600000
13526,522500
13527,435000
13528,202500
13529,527700
13530,352500
13531,449950
13532,300000
13533,345000
13534,600000
13535,339950
13536,605000
13537,650000
13538,339000
13539,577000
13540,257000
13541,379000
13542,1190000
13543,475000
13544,194000
13545,376000
13546,575550
13547,215000
13548,710000
13549,414500
13550,196000
13551,435000
13552,329800
13553,414250
13554,320000
13555,505000
13556,489000
13557,429800
13558,215000
13559,425000
13560,475000
13561,640000
13562,385000
13563,309500
13564,250000
13565,401500
13566,305000
13567,244000
13568,925000
13569,238950
13570,396500
13571,575000
13572,935000
13573,280000
13574,411500
13575,285000
13576,1740000
13577,499950
13578,449950
13579,325000
13580,250000
13581,150000
13582,675000
13583,280000
13584,405000
13585,375000
13586,900000
13587,598000
13588,290000
13589,200000
13590,250000
13591,280000
13592,820875
13593,1900000
13594,1057000
13595,240000
13596,447000
13597,675000
13598,635000
13599,126000
13600,200000
13601,479950
13602,790000
13603,373000
13604,594000
13605,374950
13606,456000
13607,374900
13608,810000
13609,825500
13610,800000
13611,661000
13612,168000
13613,312500
13614,500000
13615,339000
13616,650000
13617,375000
13618,802000
13619,470000
13620,445000
13621,369160
13622,469000
13623,273000
13624,533600
13625,1070000
13626,187000
13627,625000
13628,133000
13629,425000
13630,2050000
13631,255000
13632,629950
13633,255000
13634,895000
13635,244000
13636,765000
13637,665000
13638,205000
13639,585000
13640,852500
13641,225000
13642,380000
13643,549900
13644,1830000
13645,420000
13646,520000
13647,90000
13648,355000
13649,529000
13650,425000
13651,195000
13652,650000
13653,620000
13654,612000
13655,480000
13656,440000
13657,670000
13658,239900
13659,419990
13660,635000
13661,645000
13662,952990
13663,630000
13664,403500
13665,1430000
13666,616950
13667,400000
13668,280000
13669,762400
13670,178000
13671,199500
13672,310000
13673,425000
13674,305000
13675,925000
13676,635000
13677,713000
13678,426950
13679,475000
13680,825000
13681,485230
13682,435000
13683,350000
13684,775000
13685,324000
13686,480000
13687,325000
13688,782000
13689,325000
13690,325000
13691,199000
13692,752500
13693,520000
13694,475000
13695,427500
13696,219000
13697,335000
13698,335000
13699,292000
13700,900000
13701,219000
13702,177500
13703,502775
13704,530000
13705,825750
13706,552700
13707,352000
13708,403250
13709,442000
13710,1738000
13711,580000
13712,595000
13713,1035000
13714,330000
13715,670000
13716,490000
13717,817000
13718,269950
13719,658000
13720,368000
13721,199950
13722,762500
13723,161000
13724,129888
13725,670000
13726,571000
13727,328000
13728,498000
13729,570000
13730,399895
13731,1150000
13732,730000
13733,659000
13734,690000
13735,1267500
13736,915000
13737,340000
13738,770000
13739,1565000
13740,259950
13741,552000
13742,267000
13743,850000
13744,305000
13745,335000
13746,225000
13747,485000
13748,274250
13749,200000
13750,475000
13751,352000
13752,1350000
13753,488000
13754,140000
13755,420000
13756,900000
13757,400000
13758,299900
13759,400000
13760,412000
13761,665000
13762,715000
13763,699000
13764,229000
13765,420000
13766,1480000
13767,1000000
13768,535500
13769,465000
13770,255000
13771,2110000
13772,568000
13773,852500
13774,370000
13775,500000
13776,2544750
13777,280000
13778,328000
13779,650000
13780,387500
13781,362500
13782,546000
13783,383000
13784,690000
13785,199000
13786,1481000
13787,219950
13788,515000
13789,351000
13790,280000
13791,230000
13792,144000
13793,435000
13794,246000
13795,255500
13796,688000
13797,1655000
13798,625000
13799,373000
13800,235000
13801,275000
13802,535000
13803,839000
13804,705640
13805,544500
13806,325000
13807,353900
13808,371025
13809,234550
13810,320000
13811,390000
13812,321500
13813,1300000
13814,1695000
13815,264000
13816,1003000
13817,570000
13818,255000
13819,595000
13820,274700
13821,912000
13822,480000
13823,450000
13824,600000
13825,415000
13826,278000
13827,490000
13828,463000
13829,345000
13830,395000
13831,280000
13832,551000
13833,247500
13834,640000
13835,490000
13836,579000
13837,410000
13838,770000
13839,749500
13840,421000
13841,455000
13842,509900
13843,495000
13844,600000
13845,460000
13846,639500
13847,1200000
13848,180000
13849,1598890
13850,1500000
13851,1600000
13852,558000
13853,1054710
13854,280000
13855,208000
13856,345950
13857,156000
13858,1480000
13859,525000
13860,459000
13861,634000
13862,457000
13863,270000
13864,538200
13865,459900
13866,835000
13867,250000
13868,424240
13869,790000
13870,1650000
13871,625000
13872,1215000
13873,249500
13874,499900
13875,975000
13876,290000
13877,225000
13878,344500
13879,445800
13880,360000
13881,179000
13882,495000
13883,388000
13884,720000
13885,285000
13886,495500
13887,600000
13888,507000
13889,455000
13890,300000
13891,257000
13892,320000
13893,286285
13894,576000
13895,914600
13896,228000
13897,415000
13898,391000
13899,362362
13900,640000
13901,600000
13902,315000
13903,760000
13904,375000
13905,224000
13906,379000
13907,405000
13908,408000
13909,817250
13910,898000
13911,445000
13912,310000
13913,528000
13914,204000
13915,434500
13916,260000
13917,350000
13918,589000
13919,313000
13920,552500
13921,382450
13922,730000
13923,435000
13924,162000
13925,110000
13926,354000
13927,409950
13928,237200
13929,895000
13930,190000
13931,325000
13932,1285000
13933,415000
13934,835000
13935,199900
13936,525000
13937,415000
13938,593450
13939,455000
13940,399950
13941,265000
13942,365000
13943,625000
13944,802541
13945,470000
13946,440000
13947,777000
13948,1700000
13949,402200
13950,402000
13951,630000
13952,1200000
13953,514000
13954,259950
13955,344000
13956,270000
13957,520000
13958,750000
13959,735000
13960,565500
13961,410000
13962,518000
13963,305000
13964,405000
13965,205000
13966,360000
13967,558000
13968,776000
13969,480000
13970,670000
13971,750000
13972,475000
13973,205000
13974,175000
13975,605004
13976,255000
13977,1015000
13978,717500
13979,440000
13980,782000
13981,1250000
13982,555000
13983,360000
13984,342000
13985,322500
13986,285000
13987,484998
13988,265000
13989,523500
13990,1005000
13991,425000
13992,335000
13993,257000
13994,400000
13995,247000
13996,500000
13997,500000
13998,325000
13999,508500
14000,266500
14001,480000
14002,1138990
14003,367000
14004,237950
14005,118000
14006,405000
14007,1325000
14008,579950
14009,773000
14010,535000
14011,370000
14012,650000
14013,525000
14014,218000
14015,248000
14016,330000
14017,555000
14018,395000
14019,522500
14020,1085000
14021,649950
14022,987500
14023,296000
14024,420000
14025,1697000
14026,1135000
14027,325000
14028,310000
14029,645000
14030,538000
14031,431000
14032,440000
14033,441000
14034,435000
14035,1800000
14036,779000
14037,600000
14038,452000
14039,428400
14040,342000
14041,570000
14042,480000
14043,233000
14044,262000
14045,346100
14046,520000
14047,360000
14048,700000
14049,780000
14050,210000
14051,450000
14052,219900
14053,618500
14054,260000
14055,294010
14056,462000
14057,579950
14058,360000
14059,190848
14060,261000
14061,771000
14062,875000
14063,860000
14064,658588
14065,503000
14066,370000
14067,411000
14068,3300000
14069,306950
14070,279000
14071,220000
14072,512500
14073,290000
14074,479900
14075,250000
14076,299000
14077,390000
14078,265000
14079,245000
14080,493500
14081,435000
14082,475000
14083,995500
14084,472500
14085,478000
14086,162248
14087,230000
14088,400000
14089,355000
14090,322000
14091,557000
14092,352000
14093,691000
14094,239900
14095,1950000
14096,230000
14097,687500
14098,565000
14099,374000
14100,540000
14101,657000
14102,510000
14103,999000
14104,540000
14105,224000
14106,215000
14107,499950
14108,231000
14109,335000
14110,509000
14111,825000
14112,325000
14113,1160000
14114,307999
14115,620000
14116,942500
14117,480000
14118,379000
14119,1017000
14120,387846
14121,230000
14122,510000
14123,780000
14124,990000
14125,353000
14126,260000
14127,315500
14128,389000
14129,268000
14130,577500
14131,715000
14132,485000
14133,1017000
14134,450000
14135,895000
14136,460000
14137,698000
14138,540000
14139,448000
14140,808000
14141,170000
14142,2050000
14143,486940
14144,915557
14145,649000
14146,550000
14147,239000
14148,442000
14149,709000
14150,442000
14151,490000
14152,595000
14153,205000
14154,393000
14155,485000
14156,705000
14157,910000
14158,780000
14159,721000
14160,600000
14161,258000
14162,500000
14163,695000
14164,350000
14165,235000
14166,812000
14167,277000
14168,416000
14169,315000
14170,303500
14171,440000
14172,519900
14173,465000
14174,440000
14175,200000
14176,426700
14177,232603
14178,456150
14179,850000
14180,427874
14181,1565000
14182,1160000
14183,652500
14184,635000
14185,156000
14186,455000
14187,274950
14188,296000
14189,925000
14190,205000
14191,395000
14192,1393000
14193,353000
14194,955000
14195,590000
14196,760000
14197,445000
14198,290000
14199,1300000
14200,689950
14201,345000
14202,589000
14203,520000
14204,421000
14205,203000
14206,1000000
14207,305000
14208,650000
14209,190000
14210,718000
14211,470000
14212,756000
14213,550000
14214,520000
14215,2750000
14216,266950
14217,249950
14218,198000
14219,521000
14220,302000
14221,531000
14222,680000
14223,229000
14224,312000
14225,660000
14226,275000
14227,839000
14228,541800
14229,485000
14230,350000
14231,270000
14232,295000
14233,481500
14234,260000
14235,252500
14236,635000
14237,1400000
14238,560000
14239,350000
14240,269950
14241,482000
14242,776000
14243,171000
14244,199950
14245,760500
14246,763776
14247,264000
14248,425000
14249,270000
14250,627800
14251,520000
14252,213500
14253,299500
14254,749950
14255,595000
14256,875000
14257,565000
14258,398000
14259,565000
14260,565000
14261,333000
14262,926250
14263,325000
14264,399950
14265,810000
14266,588000
14267,1150000
14268,294570
14269,550000
14270,963990
14271,426500
14272,273000
14273,580000
14274,1110000
14275,1175000
14276,165000
14277,175000
14278,558000
14279,489000
14280,245000
14281,920000
14282,680000
14283,565000
14284,326000
14285,425000
14286,251700
14287,653750
14288,115000
14289,156601
14290,720000
14291,314500
14292,520000
14293,250000
14294,260000
14295,610000
14296,303000
14297,788600
14298,925000
14299,300000
14300,219950
14301,240000
14302,1400000
14303,931000
14304,456200
14305,350500
14306,330600
14307,1325000
14308,544900
14309,375000
14310,715000
14311,450000
14312,419354
14313,225000
14314,683000
14315,621000
14316,467500
14317,389000
14318,380000
14319,357000
14320,201000
14321,468000
14322,950000
14323,585000
14324,280500
14325,875000
14326,1153000
14327,305000
14328,615000
14329,425000
14330,1381000
14331,465000
14332,560000
14333,234950
14334,515000
14335,671000
14336,339275
14337,345000
14338,600000
14339,676000
14340,420000
14341,568000
14342,427000
14343,1060000
14344,858000
14345,126500
14346,685000
14347,297000
14348,303700
14349,455000
14350,259950
14351,270000
14352,359000
14353,700000
14354,170000
14355,557500
14356,365070
14357,349950
14358,490000
14359,546200
14360,450000
14361,699900
14362,370000
14363,370228
14364,248500
14365,175000
14366,276500
14367,452000
14368,170000
14369,1070000
14370,549000
14371,599000
14372,363000
14373,200000
14374,349900
14375,348000
14376,1350000
14377,469950
14378,277500
14379,665000
14380,925000
14381,1550000
14382,225000
14383,375000
14384,390000
14385,712198
14386,386000
14387,334900
14388,273500
14389,320900
14390,600000
14391,545000
14392,125000
14393,616000
14394,172000
14395,399950
14396,375000
14397,330000
14398,419000
14399,525000
14400,1540000
14401,457500
14402,355000
14403,232000
14404,730000
14405,439000
14406,350000
14407,365000
14408,265953
14409,599000
14410,610000
14411,300000
14412,1052500
14413,625000
14414,301000
14415,735000
14416,281000
14417,311000
14418,1450000
14419,532500
14420,572650
14421,645000
14422,354950
14423,405000
14424,207000
14425,457000
14426,250000
14427,355000
14428,1160000
14429,251000
14430,528000
14431,675000
14432,707500
14433,170000
14434,648000
14435,440000
14436,500000
14437,550000
14438,338000
14439,266500
14440,210000
14441,625000
14442,445000
14443,520000
14444,250200
14445,260000
14446,650000
14447,372220
14448,750000
14449,704111
14450,380000
14451,325000
14452,650000
14453,860000
14454,555000
14455,626000
14456,385000
14457,370000
14458,362865
14459,237000
14460,353500
14461,495000
14462,425000
14463,255000
14464,450000
14465,185000
14466,819000
14467,245000
14468,480000
14469,484000
14470,835000
14471,622950
14472,940000
14473,705000
14474,469775
14475,542000
14476,730000
14477,989000
14478,632500
14479,256900
14480,532000
14481,525000
14482,700000
14483,575000
14484,625000
14485,1206500
14486,400000
14487,340000
14488,428000
14489,366500
14490,380000
14491,749000
14492,297000
14493,605000
14494,727500
14495,250000
14496,240000
14497,700000
14498,565000
14499,465000
14500,662000
14501,330000
14502,499000
14503,500000
14504,1210000
14505,355000
14506,431000
14507,319000
14508,330000
14509,435000
14510,573000
14511,299800
14512,364500
14513,279950
14514,235000
14515,382000
14516,550000
14517,323000
14518,445000
14519,191000
14520,239000
14521,245000
14522,884250
14523,700000
14524,379000
14525,257500
14526,368000
14527,315000
14528,390000
14529,330000
14530,275000
14531,287000
14532,230000
14533,449950
14534,399000
14535,1125000
14536,205000
14537,560000
14538,496500
14539,210000
14540,490000
14541,804000
14542,425000
14543,379000
14544,618000
14545,672500
14546,549900
14547,471835
14548,949990
14549,496600
14550,459000
14551,610000
14552,1280000
14553,150000
14554,470000
14555,835000
14556,340000
14557,260000
14558,198500
14559,615000
14560,209000
14561,470000
14562,330000
14563,549000
14564,291500
14565,425000
14566,799950
14567,578000
14568,305500
14569,445000
14570,895000
14571,716000
14572,451000
14573,510000
14574,546000
14575,357500
14576,467000
14577,625000
14578,519000
14579,555000
14580,445000
14581,417838
14582,375000
14583,530000
14584,580000
14585,375000
14586,310000
14587,335000
14588,262000
14589,1084500
14590,900000
14591,475000
14592,525000
14593,468000
14594,1305000
14595,289000
14596,445800
14597,781000
14598,190000
14599,840000
14600,320000
14601,377000
14602,1762000
14603,880000
14604,600000
14605,700000
14606,229500
14607,321950
14608,440000
14609,514950
14610,1580000
14611,524500
14612,465000
14613,231000
14614,210000
14615,1415000
14616,214000
14617,610000
14618,255000
14619,546000
14620,320000
14621,465000
14622,1575000
14623,271000
14624,310000
14625,1765000
14626,499000
14627,301000
14628,597326
14629,469900
14630,250000
14631,550000
14632,723000
14633,270000
14634,650000
14635,468000
14636,625000
14637,490000
14638,378500
14639,183000
14640,248000
14641,242000
14642,365000
14643,290000
14644,625000
14645,530000
14646,825000
14647,348000
14648,485000
14649,475000
14650,637800
14651,273500
14652,366000
14653,336000
14654,260000
14655,2065000
14656,402101
14657,400000
14658,560000
14659,249000
14660,324950
14661,1110000
14662,635000
14663,277700
14664,495000
14665,451000
14666,667000
14667,240000
14668,245000
14669,210000
14670,390000
14671,465000
14672,1350000
14673,474905
14674,399000
14675,283748
14676,900000
14677,628000
14678,465000
14679,348000
14680,385000
14681,280000
14682,590000
14683,660000
14684,340000
14685,265000
14686,282000
14687,351000
14688,626000
14689,427000
14690,598200
14691,540000
14692,850000
14693,309950
14694,299950
14695,400000
14696,245000
14697,1450000
14698,344000
14699,350000
14700,229000
14701,406000
14702,227500
14703,554000
14704,525000
14705,666000
14706,227000
14707,700000
14708,270000
14709,805000
14710,281700
14711,834538
14712,365000
14713,920000
14714,363500
14715,427000
14716,780000
14717,570000
14718,237000
14719,475000
14720,400000
14721,720000
14722,290000
14723,365500
14724,248000
14725,410000
14726,381000
14727,456700
14728,270000
14729,325000
14730,315000
14731,324950
14732,177000
14733,550000
14734,400000
14735,393000
14736,1400000
14737,550000
14738,500000
14739,900000
14740,291000
14741,499000
14742,672000
14743,455000
14744,354450
14745,430000
14746,2408000
14747,431000
14748,468000
14749,330000
14750,430000
14751,440000
14752,1425000
14753,290000
14754,898888
14755,975000
14756,140000
14757,329500
14758,417500
14759,455000
14760,569950
14761,735000
14762,377500
14763,607000
14764,295000
14765,537250
14766,471000
14767,663000
14768,475000
14769,300000
14770,235000
14771,335000
14772,637000
14773,520000
14774,265000
14775,545500
14776,339989
14777,1099500
14778,2525000
14779,665000
14780,342888
14781,799000
14782,470000
14783,1155000
14784,375000
14785,630000
14786,523000
14787,765000
14788,353000
14789,398000
14790,815000
14791,329000
14792,610000
14793,453000
14794,115000
14795,791500
14796,316000
14797,735000
14798,500000
14799,650000
14800,583500
14801,690000
14802,758000
14803,450000
14804,395000
14805,710000
14806,625000
14807,442900
14808,620000
14809,190000
14810,464000
14811,549900
14812,862000
14813,575000
14814,341000
14815,210000
14816,369000
14817,375000
14818,542500
14819,251000
14820,1340000
14821,443000
14822,475000
14823,550000
14824,620000
14825,440000
14826,355000
14827,275000
14828,417000
14829,1325000
14830,290000
14831,484000
14832,261500
14833,1042030
14834,1800000
14835,310000
14836,411800
14837,389500
14838,308000
14839,224975
14840,525000
14841,495000
14842,480000
14843,1700000
14844,447000
14845,651000
14846,2152500
14847,425000
14848,250000
14849,975000
14850,469000
14851,349000
14852,921500
14853,350000
14854,439995
14855,1081000
14856,235000
14857,1575000
14858,605000
14859,627500
14860,414000
14861,302860
14862,750000
14863,600000
14864,472000
14865,376000
14866,1330000
14867,436000
14868,146000
14869,285000
14870,410000
14871,440000
14872,499990
14873,431000
14874,567500
14875,799000
14876,197000
14877,894400
14878,262000
14879,715000
14880,910000
14881,1059500
14882,249900
14883,170000
14884,1395000
14885,1362500
14886,584950
14887,415000
14888,725000
14889,390000
14890,147000
14891,900000
14892,350000
14893,613000
14894,945000
14895,991700
14896,500000
14897,276000
14898,558000
14899,689000
14900,349950
